PopName,Area,Year,YearReg,YearInterval,Sex,Age,AgeInterval,Lexis,RefCode,Access,Deaths,NoteCode1,NoteCode2,NoteCode3,LDB
LUX,01,1952,1952,1,b,15,5,RR,4000,O,19,.,.,.,0
LUX,01,1952,1952,1,b,20,5,RR,4000,O,32,.,.,.,0
LUX,01,1952,1952,1,b,25,5,RR,4000,O,26,.,.,.,0
LUX,01,1952,1952,1,b,30,5,RR,4000,O,42,.,.,.,0
LUX,01,1952,1952,1,b,35,5,RR,4000,O,49,.,.,.,0
LUX,01,1952,1952,1,b,40,5,RR,4000,O,105,.,.,.,0
LUX,01,1952,1952,1,b,45,5,RR,4000,O,161,.,.,.,0
LUX,01,1952,1952,1,b,50,5,RR,4000,O,219,.,.,.,0
LUX,01,1952,1952,1,b,55,5,RR,4000,O,247,.,.,.,0
LUX,01,1952,1952,1,b,60,5,RR,4000,O,332,.,.,.,0
LUX,01,1952,1952,1,b,65,5,RR,4000,O,432,.,.,.,0
LUX,01,1952,1952,1,b,70,5,RR,4000,O,547,.,.,.,0
LUX,01,1952,1952,1,b,75,5,RR,4000,O,502,.,.,.,0
LUX,01,1952,1952,1,b,80,5,RR,4000,O,392,.,.,.,0
LUX,01,1952,1952,1,b,85,+,RR,4000,O,234,.,.,.,0
LUX,01,1952,1952,1,f,0,1,RR,4000,O,91,.,.,.,0
LUX,01,1952,1952,1,f,1,4,RR,4000,O,15,.,.,.,0
LUX,01,1952,1952,1,f,5,5,RR,4000,O,10,.,.,.,0
LUX,01,1952,1952,1,f,10,5,RR,4000,O,5,.,.,.,0
LUX,01,1952,1952,1,f,15,5,RR,4000,O,5,.,.,.,0
LUX,01,1952,1952,1,f,20,5,RR,4000,O,9,.,.,.,0
LUX,01,1952,1952,1,f,25,5,RR,4000,O,9,.,.,.,0
LUX,01,1952,1952,1,f,30,5,RR,4000,O,18,.,.,.,0
LUX,01,1952,1952,1,f,35,5,RR,4000,O,21,.,.,.,0
LUX,01,1952,1952,1,f,40,5,RR,4000,O,34,.,.,.,0
LUX,01,1952,1952,1,f,45,5,RR,4000,O,52,.,.,.,0
LUX,01,1952,1952,1,f,50,5,RR,4000,O,87,.,.,.,0
LUX,01,1952,1952,1,f,55,5,RR,4000,O,92,.,.,.,0
LUX,01,1952,1952,1,f,60,5,RR,4000,O,147,.,.,.,0
LUX,01,1952,1952,1,f,65,5,RR,4000,O,192,.,.,.,0
LUX,01,1952,1952,1,f,70,5,RR,4000,O,257,.,.,.,0
LUX,01,1952,1952,1,f,75,5,RR,4000,O,248,.,.,.,0
LUX,01,1952,1952,1,f,80,5,RR,4000,O,200,.,.,.,0
LUX,01,1952,1952,1,f,85,+,RR,4000,O,147,.,.,.,0
LUX,01,1952,1952,1,m,0,1,RR,4000,O,122,.,.,.,0
LUX,01,1952,1952,1,m,1,4,RR,4000,O,21,.,.,.,0
LUX,01,1952,1952,1,m,5,5,RR,4000,O,5,.,.,.,0
LUX,01,1952,1952,1,m,10,5,RR,4000,O,10,.,.,.,0
LUX,01,1952,1952,1,m,15,5,RR,4000,O,14,.,.,.,0
LUX,01,1952,1952,1,m,20,5,RR,4000,O,23,.,.,.,0
LUX,01,1952,1952,1,m,25,5,RR,4000,O,17,.,.,.,0
LUX,01,1952,1952,1,m,30,5,RR,4000,O,24,.,.,.,0
LUX,01,1952,1952,1,m,35,5,RR,4000,O,28,.,.,.,0
LUX,01,1952,1952,1,m,40,5,RR,4000,O,71,.,.,.,0
LUX,01,1952,1952,1,m,45,5,RR,4000,O,109,.,.,.,0
LUX,01,1952,1952,1,m,50,5,RR,4000,O,132,.,.,.,0
LUX,01,1952,1952,1,m,55,5,RR,4000,O,155,.,.,.,0
LUX,01,1952,1952,1,m,60,5,RR,4000,O,185,.,.,.,0
LUX,01,1952,1952,1,m,65,5,RR,4000,O,240,.,.,.,0
LUX,01,1952,1952,1,m,70,5,RR,4000,O,290,.,.,.,0
LUX,01,1952,1952,1,m,75,5,RR,4000,O,254,.,.,.,0
LUX,01,1952,1952,1,m,80,5,RR,4000,O,192,.,.,.,0
LUX,01,1952,1952,1,m,85,+,RR,4000,O,87,.,.,.,0
LUX,01,1953,1953,1,b,0,1,RR,4000,O,202,.,.,.,0
LUX,01,1953,1953,1,b,1,4,RR,4000,O,38,.,.,.,0
LUX,01,1953,1953,1,b,5,5,RR,4000,O,13,.,.,.,0
LUX,01,1953,1953,1,b,10,5,RR,4000,O,10,.,.,.,0
LUX,01,1953,1953,1,b,15,5,RR,4000,O,15,.,.,.,0
LUX,01,1953,1953,1,b,20,5,RR,4000,O,28,.,.,.,0
LUX,01,1953,1953,1,b,25,5,RR,4000,O,25,.,.,.,0
LUX,01,1953,1953,1,b,30,5,RR,4000,O,37,.,.,.,0
LUX,01,1953,1953,1,b,35,5,RR,4000,O,55,.,.,.,0
LUX,01,1953,1953,1,b,40,5,RR,4000,O,91,.,.,.,0
LUX,01,1953,1953,1,b,45,5,RR,4000,O,137,.,.,.,0
LUX,01,1953,1953,1,b,50,5,RR,4000,O,211,.,.,.,0
LUX,01,1953,1953,1,b,55,5,RR,4000,O,272,.,.,.,0
LUX,01,1953,1953,1,b,60,5,RR,4000,O,338,.,.,.,0
LUX,01,1953,1953,1,b,65,5,RR,4000,O,421,.,.,.,0
LUX,01,1953,1953,1,b,70,5,RR,4000,O,553,.,.,.,0
LUX,01,1953,1953,1,b,75,5,RR,4000,O,631,.,.,.,0
LUX,01,1953,1953,1,b,80,5,RR,4000,O,419,.,.,.,0
LUX,01,1953,1953,1,b,85,+,RR,4000,O,292,.,.,.,0
LUX,01,1953,1953,1,b,UNK,.,.,4000,O,1,.,.,.,0
LUX,01,1953,1953,1,f,0,1,RR,4000,O,85,.,.,.,0
LUX,01,1953,1953,1,f,1,4,RR,4000,O,12,.,.,.,0
LUX,01,1953,1953,1,f,5,5,RR,4000,O,5,.,.,.,0
LUX,01,1953,1953,1,f,10,5,RR,4000,O,4,.,.,.,0
LUX,01,1953,1953,1,f,15,5,RR,4000,O,6,.,.,.,0
LUX,01,1953,1953,1,f,20,5,RR,4000,O,9,.,.,.,0
LUX,01,1953,1953,1,f,25,5,RR,4000,O,8,.,.,.,0
